PSNR,SSIM,RMSE,RE,EPI,Variant,Runtime,Iterations
29.095006789401282,0.7955992195263984,0.03509535667608615,0.1446315737633276,0.9681619755995362,No Anscombe,0.042815041000721976,22
30.90946137500081,0.9017496084819661,0.028479143981267233,0.11736548089422151,0.9827188326380972,No adaptive weight,0.27280408300066483,140
31.950656246461378,0.92899588722479,0.025261968407524246,0.10410716952847776,0.9878392532930301,Fixed-step PGD,0.6543845830019563,140
31.486158088897675,0.8990925398137533,0.026649685953261504,0.10982609623526128,0.9847641947447489,Complete method,0.07914533299845061,40
